-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2015 through 12/31/2023 in LST
Location: Latitude  25.2048   Longitude 55.2708 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 20.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,T2M,WS10M,ALLSKY_SFC_SW_DWN,RH2M
2015,1,1,0,20.57,1.78,0.0,74.05
2015,1,1,1,20.55,1.7,0.0,74.2
2015,1,1,2,20.37,1.92,0.0,75.5
2015,1,1,3,20.05,2.2,0.0,77.7
2015,1,1,4,19.62,2.51,0.0,80.61
2015,1,1,5,19.1,2.89,0.0,84.12
2015,1,1,6,18.56,3.27,0.0,88.05
2015,1,1,7,18.61,3.43,36.9,88.45
2015,1,1,8,19.94,3.97,208.18,81.47
2015,1,1,9,21.65,3.64,398.27,71.62
2015,1,1,10,23.53,3.2,565.72,58.82
2015,1,1,11,24.87,2.26,474.17,47.76
2015,1,1,12,25.73,1.0,670.3,40.55
2015,1,1,13,26.11,1.19,624.9,38.33
2015,1,1,14,26.13,2.37,524.85,39.37
2015,1,1,15,25.81,3.41,360.27,42.06
2015,1,1,16,25.04,4.11,165.8,46.84
2015,1,1,17,23.22,4.36,15.35,57.48
2015,1,1,18,22.36,4.43,0.0,65.79
2015,1,1,19,22.01,3.88,0.0,69.01
2015,1,1,20,21.76,3.22,0.0,68.59
2015,1,1,21,21.55,2.68,0.0,67.17
2015,1,1,22,21.38,2.19,0.0,65.4
2015,1,1,23,21.23,1.72,0.0,63.69
2015,1,2,0,21.02,1.35,0.0,62.56
2015,1,2,1,20.74,1.13,0.0,61.85
2015,1,2,2,20.52,0.84,0.0,61.41
2015,1,2,3,20.47,0.69,0.0,61.41
2015,1,2,4,20.39,0.78,0.0,62.12
2015,1,2,5,20.17,0.62,0.0,62.65
2015,1,2,6,19.95,0.49,0.0,62.5
2015,1,2,7,20.01,0.12,37.05,61.56
2015,1,2,8,20.73,0.24,213.48,58.53
2015,1,2,9,22.21,0.66,405.52,54.58
2015,1,2,10,23.83,0.95,510.05,49.53
2015,1,2,11,24.36,1.13,646.15,47.56
2015,1,2,12,24.7,1.74,663.28,46.08
2015,1,2,13,24.92,2.49,610.72,45.59
2015,1,2,14,24.96,3.28,524.05,46.39
2015,1,2,15,24.74,3.83,354.3,48.29
2015,1,2,16,24.2,4.1,161.52,51.34
2015,1,2,17,22.82,3.92,14.85,59.71
2015,1,2,18,21.99,3.99,0.0,66.82
2015,1,2,19,21.58,3.89,0.0,69.61
2015,1,2,20,21.22,3.94,0.0,71.43
2015,1,2,21,20.94,3.96,0.0,73.19
2015,1,2,22,20.7,3.97,0.0,74.79
2015,1,2,23,20.5,3.96,0.0,76.21
2015,1,3,0,20.34,3.91,0.0,77.27
2015,1,3,1,20.24,3.76,0.0,77.59
2015,1,3,2,20.16,3.57,0.0,78.1
2015,1,3,3,20.12,3.31,0.0,78.21
2015,1,3,4,20.19,2.92,0.0,77.74
2015,1,3,5,20.24,2.55,0.0,77.48
2015,1,3,6,20.13,2.3,0.0,78.14
2015,1,3,7,20.05,2.03,34.4,78.51
2015,1,3,8,20.82,2.32,192.8,74.9
2015,1,3,9,22.07,2.98,370.62,68.37
2015,1,3,10,23.18,3.7,535.7,60.78
2015,1,3,11,23.96,4.33,588.03,56.05
2015,1,3,12,24.34,4.82,672.33,54.41
2015,1,3,13,24.42,5.0,587.53,54.0
2015,1,3,14,24.26,4.97,517.9,54.7
2015,1,3,15,23.89,4.9,348.88,56.45
2015,1,3,16,23.26,4.78,161.8,59.54
2015,1,3,17,21.99,3.96,15.98,66.41
2015,1,3,18,21.11,3.6,0.0,72.57
2015,1,3,19,20.71,3.45,0.0,75.05
2015,1,3,20,20.41,3.45,0.0,76.05
2015,1,3,21,20.18,3.49,0.0,76.5
2015,1,3,22,20.01,3.49,0.0,76.53
2015,1,3,23,19.92,3.43,0.0,76.02
2015,1,4,0,19.86,3.4,0.0,75.44
2015,1,4,1,19.78,3.35,0.0,75.04
2015,1,4,2,19.69,3.24,0.0,74.96
2015,1,4,3,19.63,3.06,0.0,75.02
2015,1,4,4,19.57,2.84,0.0,75.24
2015,1,4,5,19.42,2.66,0.0,76.05
2015,1,4,6,19.06,2.63,0.0,78.05
2015,1,4,7,18.79,2.66,36.9,79.86
2015,1,4,8,19.84,2.98,214.07,75.4
2015,1,4,9,21.18,3.03,404.67,67.84
2015,1,4,10,22.43,3.17,548.45,60.29
2015,1,4,11,23.13,3.24,647.47,56.48
2015,1,4,12,23.58,3.31,664.4,53.8
2015,1,4,13,23.88,3.26,605.28,52.04
2015,1,4,14,24.03,3.13,510.0,51.22
2015,1,4,15,23.93,3.01,352.55,51.42
2015,1,4,16,23.54,2.89,165.98,52.93
2015,1,4,17,22.09,2.77,16.95,59.34
2015,1,4,18,21.27,2.92,0.0,65.12
2015,1,4,19,20.85,2.46,0.0,68.37
2015,1,4,20,20.54,1.54,0.0,69.48
2015,1,4,21,20.39,0.74,0.0,69.64
2015,1,4,22,19.97,1.04,0.0,71.38
2015,1,4,23,19.39,1.55,0.0,74.4
2015,1,5,0,18.89,1.98,0.0,77.41
2015,1,5,1,18.48,2.39,0.0,80.09
2015,1,5,2,18.19,2.67,0.0,81.39
2015,1,5,3,17.97,2.88,0.0,81.42
2015,1,5,4,17.84,3.15,0.0,80.38
2015,1,5,5,17.79,3.37,0.0,78.3
2015,1,5,6,17.79,3.42,0.0,75.11
2015,1,5,7,18.2,3.33,36.83,69.94
2015,1,5,8,20.08,3.63,208.77,59.56
2015,1,5,9,21.41,3.1,393.27,52.48
2015,1,5,10,23.52,1.82,554.88,43.31
2015,1,5,11,24.64,1.56,642.12,38.06
2015,1,5,12,25.27,1.88,657.38,35.81
2015,1,5,13,25.54,2.27,619.65,35.66
2015,1,5,14,25.52,2.66,536.75,36.53
2015,1,5,15,25.22,2.88,375.95,38.05
2015,1,5,16,24.61,2.8,165.12,40.31
2015,1,5,17,22.81,2.55,16.92,46.57
2015,1,5,18,21.89,2.63,0.0,51.43
2015,1,5,19,21.51,2.39,0.0,53.86
2015,1,5,20,21.25,2.02,0.0,55.12
2015,1,5,21,21.05,1.74,0.0,55.66
2015,1,5,22,20.77,1.62,0.0,56.22
2015,1,5,23,20.44,1.58,0.0,57.1
2015,1,6,0,20.09,1.63,0.0,58.13
2015,1,6,1,19.77,1.67,0.0,58.94
2015,1,6,2,19.52,1.64,0.0,59.29
2015,1,6,3,19.38,1.63,0.0,59.74
2015,1,6,4,19.28,1.71,0.0,60.14
2015,1,6,5,19.19,1.82,0.0,60.15
2015,1,6,6,19.16,1.91,0.0,58.85
2015,1,6,7,19.38,1.87,34.8,57.37
2015,1,6,8,20.93,2.02,204.85,52.28
2015,1,6,9,21.98,1.76,393.4,49.34
2015,1,6,10,23.53,1.0,555.4,45.56
2015,1,6,11,24.28,1.08,641.3,43.57
2015,1,6,12,24.73,1.99,675.22,43.93
2015,1,6,13,24.97,2.92,586.88,44.81
2015,1,6,14,24.92,3.33,537.6,46.07
2015,1,6,15,24.65,3.48,370.12,47.81
2015,1,6,16,24.06,3.36,173.4,50.79
2015,1,6,17,22.31,2.82,18.45,59.11
2015,1,6,18,21.37,2.81,0.0,65.35
2015,1,6,19,20.95,2.84,0.0,68.82
2015,1,6,20,20.61,2.98,0.0,71.21
2015,1,6,21,20.35,3.09,0.0,72.55
2015,1,6,22,20.15,3.21,0.0,73.15
2015,1,6,23,19.96,3.43,0.0,73.65
2015,1,7,0,19.82,3.57,0.0,73.7
2015,1,7,1,19.75,3.62,0.0,73.79
2015,1,7,2,19.69,3.59,0.0,74.34
2015,1,7,3,19.74,3.41,0.0,74.52
2015,1,7,4,19.85,3.14,0.0,74.52
2015,1,7,5,19.94,2.87,0.0,74.69
2015,1,7,6,19.89,2.68,0.0,75.59
2015,1,7,7,19.85,2.61,34.3,76.39
2015,1,7,8,20.83,2.73,206.77,72.33
2015,1,7,9,22.03,3.21,413.17,67.03
2015,1,7,10,22.92,3.66,534.58,61.69
2015,1,7,11,23.62,4.02,662.17,56.64
2015,1,7,12,24.03,4.23,681.92,53.25
2015,1,7,13,24.24,4.18,638.03,51.0
2015,1,7,14,24.31,4.05,536.55,49.81
2015,1,7,15,24.13,4.03,372.0,49.93
2015,1,7,16,23.54,4.04,174.5,52.97
2015,1,7,17,21.81,3.56,18.75,62.38
2015,1,7,18,20.87,3.47,0.0,68.86
2015,1,7,19,20.51,3.27,0.0,70.87
2015,1,7,20,20.29,3.18,0.0,71.55
2015,1,7,21,20.05,3.24,0.0,72.46
2015,1,7,22,19.78,3.43,0.0,73.57
2015,1,7,23,19.53,3.53,0.0,74.62
2015,1,8,0,19.35,3.54,0.0,75.57
2015,1,8,1,19.27,3.44,0.0,75.88
2015,1,8,2,19.29,3.32,0.0,75.49
2015,1,8,3,19.37,3.18,0.0,74.76
2015,1,8,4,19.55,2.88,0.0,73.17
2015,1,8,5,19.71,2.39,0.0,71.01
2015,1,8,6,19.5,1.96,0.0,70.93
2015,1,8,7,19.05,2.15,33.92,73.37
2015,1,8,8,20.03,2.89,196.77,70.18
2015,1,8,9,20.98,3.21,375.6,66.85
2015,1,8,10,22.89,3.5,537.7,55.72
2015,1,8,11,24.13,4.11,632.97,47.96
2015,1,8,12,24.74,4.61,663.1,44.8
2015,1,8,13,25.06,4.74,644.8,43.01
2015,1,8,14,25.18,4.71,552.03,42.1
2015,1,8,15,25.04,4.54,376.23,42.0
2015,1,8,16,24.44,3.9,178.75,44.28
2015,1,8,17,22.58,3.3,20.15,52.02
2015,1,8,18,21.92,3.08,0.0,56.5
2015,1,8,19,21.68,2.97,0.0,59.47
2015,1,8,20,21.42,2.99,0.0,62.32
2015,1,8,21,21.05,3.19,0.0,66.05
2015,1,8,22,20.4,3.83,0.0,72.82
2015,1,8,23,19.84,4.75,0.0,79.96
2015,1,9,0,19.68,5.48,0.0,83.62
2015,1,9,1,19.71,5.87,0.0,84.02
2015,1,9,2,19.73,6.19,0.0,83.63
2015,1,9,3,19.67,6.37,0.0,82.34
2015,1,9,4,19.52,6.18,0.0,79.81
2015,1,9,5,19.33,5.77,0.0,76.92
2015,1,9,6,19.13,5.21,0.0,74.73
2015,1,9,7,19.36,4.71,29.45,71.55
2015,1,9,8,20.92,4.76,166.88,63.77
2015,1,9,9,21.76,4.65,328.65,59.09
2015,1,9,10,22.3,4.55,462.85,56.37
2015,1,9,11,22.72,4.9,585.28,54.55
2015,1,9,12,22.91,5.22,626.05,53.76
2015,1,9,13,22.93,4.91,563.45,53.37
2015,1,9,14,22.83,4.54,495.25,53.62
2015,1,9,15,22.52,4.34,320.65,55.0
2015,1,9,16,21.97,4.14,144.73,57.39
2015,1,9,17,21.01,3.49,17.33,62.07
2015,1,9,18,20.31,3.38,0.0,66.26
2015,1,9,19,19.97,3.55,0.0,68.86
2015,1,9,20,19.66,3.73,0.0,70.9
2015,1,9,21,19.36,3.66,0.0,72.29
2015,1,9,22,19.09,3.45,0.0,73.33
2015,1,9,23,18.95,3.1,0.0,73.56
2015,1,10,0,18.87,2.93,0.0,73.75
2015,1,10,1,18.75,3.04,0.0,74.6
2015,1,10,2,18.67,3.13,0.0,75.33
2015,1,10,3,18.76,2.84,0.0,75.02
2015,1,10,4,19.02,2.27,0.0,73.75
2015,1,10,5,19.21,1.48,0.0,72.32
2015,1,10,6,19.13,0.51,0.0,71.8
2015,1,10,7,18.65,0.9,31.42,73.72
2015,1,10,8,19.34,2.1,180.32,71.74
2015,1,10,9,20.5,1.65,345.58,66.15
2015,1,10,10,21.6,1.3,474.6,60.14
2015,1,10,11,22.71,1.85,551.85,53.98
2015,1,10,12,23.32,2.63,606.12,51.41
2015,1,10,13,23.63,3.42,575.17,50.83
2015,1,10,14,23.74,2.97,465.33,49.98
2015,1,10,15,23.75,2.62,314.42,49.46
2015,1,10,16,23.5,2.16,144.43,49.72
2015,1,10,17,22.29,1.87,18.73,54.01
2015,1,10,18,21.83,1.95,0.0,56.69
2015,1,10,19,21.71,1.88,0.0,58.37
2015,1,10,20,21.58,1.93,0.0,60.84
2015,1,10,21,21.32,2.04,0.0,64.11
2015,1,10,22,21.09,2.05,0.0,66.87
2015,1,10,23,20.79,2.13,0.0,69.75
2015,1,11,0,20.44,2.37,0.0,72.95
2015,1,11,1,20.03,2.84,0.0,76.76
2015,1,11,2,19.61,3.41,0.0,80.99
2015,1,11,3,19.37,3.88,0.0,84.28
2015,1,11,4,19.33,4.16,0.0,85.89
2015,1,11,5,19.37,4.36,0.0,86.09
2015,1,11,6,19.41,4.47,0.0,85.02
2015,1,11,7,19.98,4.2,26.35,80.4
2015,1,11,8,21.45,4.1,148.05,71.9
2015,1,11,9,22.29,3.75,295.35,65.93
2015,1,11,10,22.97,3.3,436.55,61.89
2015,1,11,11,23.51,2.91,529.9,58.9
2015,1,11,12,23.95,2.75,536.05,56.43
2015,1,11,13,24.16,3.42,451.67,55.41
2015,1,11,14,24.02,4.39,466.35,55.97
2015,1,11,15,23.53,5.05,309.6,57.88
2015,1,11,16,22.74,5.46,138.6,61.04
2015,1,11,17,21.79,5.42,17.25,65.08
2015,1,11,18,21.37,5.07,0.0,67.26
2015,1,11,19,21.16,4.68,0.0,68.68
2015,1,11,20,20.92,4.42,0.0,70.51
2015,1,11,21,20.71,4.65,0.0,72.23
2015,1,11,22,20.62,5.22,0.0,73.08
2015,1,11,23,20.47,5.59,0.0,73.53
2015,1,12,0,20.29,6.13,0.0,73.59
2015,1,12,1,20.13,6.73,0.0,73.43
2015,1,12,2,19.89,6.98,0.0,73.75
2015,1,12,3,19.68,7.09,0.0,74.14
2015,1,12,4,19.57,7.12,0.0,74.45
2015,1,12,5,19.46,7.06,0.0,75.01
2015,1,12,6,19.44,7.32,0.0,74.74
2015,1,12,7,19.72,7.48,20.65,72.6
2015,1,12,8,20.3,7.75,132.43,68.24
2015,1,12,9,20.62,7.6,259.52,64.94
2015,1,12,10,20.72,7.26,437.0,63.14
2015,1,12,11,20.79,6.93,473.1,61.69
2015,1,12,12,21.05,7.19,609.47,60.46
2015,1,12,13,21.3,7.74,562.4,60.25
2015,1,12,14,21.33,8.26,444.58,61.33
2015,1,12,15,21.12,8.4,302.45,61.81
2015,1,12,16,20.76,8.33,143.18,61.1
2015,1,12,17,20.05,7.91,19.8,61.94
2015,1,12,18,19.42,7.61,0.0,63.23
2015,1,12,19,19.0,7.43,0.0,64.57
2015,1,12,20,18.68,7.33,0.0,66.42
2015,1,12,21,18.43,7.2,0.0,68.01
2015,1,12,22,18.21,7.07,0.0,68.87
2015,1,12,23,18.04,7.04,0.0,69.49
2015,1,13,0,17.88,6.87,0.0,70.32
2015,1,13,1,17.82,6.84,0.0,70.97
2015,1,13,2,17.74,6.56,0.0,71.87
2015,1,13,3,17.61,6.15,0.0,73.17
2015,1,13,4,17.44,5.74,0.0,74.7
2015,1,13,5,17.38,5.15,0.0,75.68
2015,1,13,6,17.37,4.44,0.0,75.86
2015,1,13,7,17.86,3.77,35.5,73.27
2015,1,13,8,19.67,3.54,211.8,64.61
2015,1,13,9,20.65,3.29,412.0,58.56
2015,1,13,10,21.28,2.92,569.3,54.66
2015,1,13,11,21.8,2.73,657.67,51.16
2015,1,13,12,22.19,2.85,651.42,48.7
2015,1,13,13,22.43,3.2,588.92,47.65
2015,1,13,14,22.5,3.54,488.17,47.79
2015,1,13,15,22.32,3.78,336.35,48.91
2015,1,13,16,21.89,3.9,161.35,51.19
2015,1,13,17,20.89,3.53,22.0,56.35
2015,1,13,18,20.06,3.49,0.0,61.34
2015,1,13,19,19.79,3.59,0.0,62.82
2015,1,13,20,19.6,3.61,0.0,62.94
2015,1,13,21,19.44,3.64,0.0,62.49
2015,1,13,22,19.35,3.87,0.0,61.69
2015,1,13,23,19.24,4.21,0.0,60.64
2015,1,14,0,19.13,4.59,0.0,59.27
2015,1,14,1,18.91,4.88,0.0,58.68
2015,1,14,2,18.67,4.98,0.0,58.41
2015,1,14,3,18.46,4.91,0.0,58.41
2015,1,14,4,18.24,4.8,0.0,58.51
2015,1,14,5,18.04,4.5,0.0,58.34
2015,1,14,6,17.78,4.42,0.0,58.22
2015,1,14,7,18.02,4.24,33.72,56.19
2015,1,14,8,19.67,4.0,208.85,49.09
2015,1,14,9,21.09,3.92,413.75,41.41
2015,1,14,10,22.43,3.68,545.33,34.38
2015,1,14,11,23.24,3.41,670.08,31.11
2015,1,14,12,23.76,3.47,704.85,30.39
2015,1,14,13,23.95,3.9,674.75,31.5
2015,1,14,14,23.81,4.57,582.03,34.01
2015,1,14,15,23.37,5.03,411.33,37.4
2015,1,14,16,22.59,5.28,206.98,42.64
2015,1,14,17,21.13,4.78,27.77,51.53
2015,1,14,18,20.24,4.58,0.0,57.06
2015,1,14,19,19.84,4.27,0.0,58.65
2015,1,14,20,19.49,3.94,0.0,59.94
2015,1,14,21,19.17,3.72,0.0,61.06
2015,1,14,22,18.92,3.63,0.0,62.09
2015,1,14,23,18.72,3.57,0.0,63.16
2015,1,15,0,18.64,3.31,0.0,63.46
2015,1,15,1,18.59,3.19,0.0,63.65
2015,1,15,2,18.51,3.17,0.0,64.12
2015,1,15,3,18.53,3.04,0.0,63.95
2015,1,15,4,18.56,2.73,0.0,63.14
2015,1,15,5,18.31,2.54,0.0,63.69
2015,1,15,6,17.73,2.61,0.0,65.76
2015,1,15,7,17.43,2.84,35.92,66.89
2015,1,15,8,18.45,3.52,212.93,61.46
2015,1,15,9,19.37,3.27,402.12,55.53
2015,1,15,10,21.66,3.45,569.62,44.5
2015,1,15,11,23.08,2.59,690.03,36.26
2015,1,15,12,24.03,1.69,720.17,31.55
2015,1,15,13,24.61,1.91,605.08,30.66
2015,1,15,14,24.84,2.59,590.75,31.87
2015,1,15,15,24.74,3.28,412.27,33.97
2015,1,15,16,24.0,4.24,211.48,38.82
2015,1,15,17,21.81,4.4,30.6,50.71
2015,1,15,18,20.7,4.23,0.0,58.87
2015,1,15,19,20.33,3.75,0.0,59.54
2015,1,15,20,20.01,3.26,0.0,58.27
2015,1,15,21,19.64,2.85,0.0,57.43
2015,1,15,22,19.19,2.55,0.0,57.68
2015,1,15,23,18.47,2.57,0.0,59.46
2015,1,16,0,17.73,2.59,0.0,61.48
2015,1,16,1,17.08,2.54,0.0,63.72
2015,1,16,2,16.53,2.59,0.0,66.49
2015,1,16,3,16.02,2.73,0.0,69.55
2015,1,16,4,15.67,2.73,0.0,71.76
2015,1,16,5,15.47,2.63,0.0,73.0
2015,1,16,6,15.33,2.63,0.0,73.9
2015,1,16,7,15.67,2.57,38.45,72.45
2015,1,16,8,17.24,2.92,220.52,65.18
2015,1,16,9,18.73,2.55,417.15,56.89
2015,1,16,10,20.72,1.64,435.95,45.28
2015,1,16,11,22.46,0.66,673.53,36.02
2015,1,16,12,23.44,1.58,698.4,32.78
2015,1,16,13,23.94,2.71,664.62,33.04
2015,1,16,14,23.82,3.43,572.2,36.29
2015,1,16,15,23.35,3.71,404.33,40.93
2015,1,16,16,22.59,3.81,202.85,46.76
2015,1,16,17,20.93,3.22,28.75,58.03
2015,1,16,18,19.85,3.02,0.0,67.98
2015,1,16,19,19.49,2.88,0.0,71.47
2015,1,16,20,19.31,2.62,0.0,72.14
2015,1,16,21,19.33,2.24,0.0,71.4
2015,1,16,22,19.48,1.75,0.0,69.86
2015,1,16,23,19.57,1.3,0.0,68.79
2015,1,17,0,19.46,1.02,0.0,69.03
2015,1,17,1,19.34,0.96,0.0,69.97
2015,1,17,2,19.23,0.82,0.0,70.87
2015,1,17,3,19.07,0.46,0.0,71.78
2015,1,17,4,18.77,0.45,0.0,73.43
2015,1,17,5,18.47,0.72,0.0,75.17
2015,1,17,6,18.13,1.09,0.0,77.15
2015,1,17,7,17.97,1.44,32.45,77.99
2015,1,17,8,18.87,1.97,188.15,73.38
2015,1,17,9,20.29,1.72,368.5,65.86
2015,1,17,10,21.87,1.31,524.25,55.68
2015,1,17,11,22.85,1.6,569.12,50.22
2015,1,17,12,23.4,2.34,628.28,48.36
2015,1,17,13,23.67,3.04,542.55,47.82
2015,1,17,14,23.72,3.27,543.9,47.87
2015,1,17,15,23.55,3.43,351.17,48.63
2015,1,17,16,23.12,3.8,173.5,50.89
2015,1,17,17,21.8,3.59,24.75,57.9
2015,1,17,18,20.94,3.68,0.0,64.79
2015,1,17,19,20.61,3.55,0.0,67.8
2015,1,17,20,20.33,3.48,0.0,68.99
2015,1,17,21,20.11,3.45,0.0,69.58
2015,1,17,22,19.96,3.39,0.0,70.21
2015,1,17,23,19.86,3.31,0.0,70.77
2015,1,18,0,19.82,3.07,0.0,70.64
2015,1,18,1,19.75,2.64,0.0,70.78
2015,1,18,2,19.52,2.23,0.0,71.75
2015,1,18,3,19.1,2.26,0.0,74.43
2015,1,18,4,18.82,2.16,0.0,76.12
2015,1,18,5,18.47,1.82,0.0,77.47
2015,1,18,6,18.06,1.62,0.0,78.46
2015,1,18,7,18.17,1.83,30.15,76.34
2015,1,18,8,19.44,2.59,178.05,68.75
2015,1,18,9,20.94,2.05,347.05,60.39
2015,1,18,10,22.74,1.22,486.65,49.59
2015,1,18,11,23.64,0.86,605.3,43.98
2015,1,18,12,24.18,1.21,606.1,41.29
2015,1,18,13,24.49,1.82,575.33,40.27
2015,1,18,14,24.5,2.21,434.5,40.85
2015,1,18,15,24.25,2.61,291.23,42.52
2015,1,18,16,23.67,3.31,141.18,45.96
2015,1,18,17,22.19,4.02,18.83,55.6
2015,1,18,18,21.36,5.08,0.0,66.01
2015,1,18,19,21.16,5.82,0.0,70.89
2015,1,18,20,20.94,6.05,0.0,72.02
2015,1,18,21,20.65,6.11,0.0,71.25
2015,1,18,22,20.17,5.95,0.0,68.68
2015,1,18,23,19.63,5.54,0.0,67.25
2015,1,19,0,19.19,4.93,0.0,67.36
2015,1,19,1,18.97,4.62,0.0,69.01
2015,1,19,2,18.77,4.57,0.0,72.09
2015,1,19,3,18.56,5.07,0.0,76.04
2015,1,19,4,18.44,5.23,0.0,79.06
2015,1,19,5,18.3,4.74,0.0,80.78
2015,1,19,6,18.17,5.3,0.0,82.49
2015,1,19,7,18.45,5.69,11.52,81.75
2015,1,19,8,18.42,7.51,68.65,82.41
2015,1,19,9,18.06,8.03,124.38,81.78
2015,1,19,10,18.05,7.12,145.9,76.75
2015,1,19,11,18.23,7.07,225.88,75.03
2015,1,19,12,18.46,7.94,413.52,74.85
2015,1,19,13,18.88,8.8,265.7,71.81
2015,1,19,14,19.33,9.71,256.67,66.51
2015,1,19,15,19.41,10.48,190.65,62.13
2015,1,19,16,18.87,10.6,104.38,61.49
2015,1,19,17,18.05,9.78,21.2,63.45
2015,1,19,18,17.52,8.83,0.0,65.66
2015,1,19,19,17.27,8.53,0.0,67.0
2015,1,19,20,17.08,8.57,0.0,68.24
2015,1,19,21,17.02,8.82,0.0,69.24
2015,1,19,22,17.26,9.36,0.0,68.74
2015,1,19,23,17.42,9.68,0.0,68.1
2015,1,20,0,17.44,9.88,0.0,68.47
2015,1,20,1,17.49,10.15,0.0,69.04
2015,1,20,2,17.61,10.64,0.0,68.83
2015,1,20,3,17.69,10.98,0.0,68.64
2015,1,20,4,17.81,10.84,0.0,68.44
2015,1,20,5,18.05,10.39,0.0,66.83
2015,1,20,6,18.26,9.96,0.0,64.08
2015,1,20,7,18.64,9.92,29.62,59.32
2015,1,20,8,19.14,10.07,201.57,53.74
2015,1,20,9,19.45,9.82,412.73,50.45
2015,1,20,10,19.67,9.23,594.78,48.77
2015,1,20,11,19.81,8.81,695.85,47.69
2015,1,20,12,19.94,8.62,735.42,46.92
2015,1,20,13,20.04,8.41,681.78,46.48
2015,1,20,14,20.08,8.17,579.38,46.3
2015,1,20,15,19.98,7.87,430.48,46.75
2015,1,20,16,19.7,7.32,220.95,48.15
2015,1,20,17,18.79,5.81,33.8,51.73
2015,1,20,18,17.96,4.93,0.0,55.48
2015,1,20,19,17.7,4.66,0.0,56.92
2015,1,20,20,17.5,4.51,0.0,58.06
2015,1,20,21,17.38,4.36,0.0,59.17
2015,1,20,22,17.28,4.32,0.0,60.77
2015,1,20,23,17.18,4.38,0.0,62.71
2015,1,21,0,17.04,4.41,0.0,64.68
2015,1,21,1,16.9,4.46,0.0,66.93
2015,1,21,2,16.88,4.52,0.0,68.6
2015,1,21,3,16.93,4.55,0.0,69.39
2015,1,21,4,17.03,4.52,0.0,69.47
2015,1,21,5,17.16,4.44,0.0,68.94
2015,1,21,6,17.29,4.44,0.0,68.02
2015,1,21,7,17.86,4.26,33.15,65.66
2015,1,21,8,19.79,4.38,199.35,58.03
2015,1,21,9,20.69,4.48,391.25,52.66
2015,1,21,10,20.97,4.12,535.65,49.86
2015,1,21,11,21.15,3.91,606.8,48.06
2015,1,21,12,21.14,3.99,591.65,47.47
2015,1,21,13,21.04,4.04,590.58,47.43
2015,1,21,14,20.88,3.81,491.58,47.89
2015,1,21,15,20.57,3.49,353.62,49.09
2015,1,21,16,20.11,3.11,185.93,51.42
2015,1,21,17,19.14,2.38,33.67,56.4
2015,1,21,18,18.33,2.14,0.0,61.69
2015,1,21,19,18.02,1.98,0.0,64.58
2015,1,21,20,17.8,1.88,0.0,66.54
2015,1,21,21,17.63,1.89,0.0,68.22
2015,1,21,22,17.48,2.04,0.0,69.84
2015,1,21,23,17.37,2.03,0.0,70.63
2015,1,22,0,17.29,1.92,0.0,70.79
2015,1,22,1,17.24,1.77,0.0,70.5
2015,1,22,2,17.27,1.52,0.0,69.45
2015,1,22,3,17.36,1.21,0.0,68.24
2015,1,22,4,17.38,0.94,0.0,67.42
2015,1,22,5,17.32,0.62,0.0,66.73
2015,1,22,6,17.25,0.41,0.0,66.18
2015,1,22,7,17.27,0.52,38.12,65.98
2015,1,22,8,17.92,1.08,217.32,64.15
2015,1,22,9,19.22,0.89,412.17,56.07
2015,1,22,10,19.97,0.91,608.65,50.3
2015,1,22,11,20.53,0.85,714.9,45.45
2015,1,22,12,20.96,1.04,727.72,42.12
2015,1,22,13,21.25,1.55,699.17,40.37
2015,1,22,14,21.38,2.21,611.78,40.22
2015,1,22,15,21.23,2.83,439.02,41.55
2015,1,22,16,20.76,3.35,231.23,44.31
2015,1,22,17,19.43,3.32,41.12,51.01
2015,1,22,18,18.43,3.51,0.0,57.55
2015,1,22,19,18.02,3.38,0.0,59.62
2015,1,22,20,17.66,3.08,0.0,60.43
2015,1,22,21,17.42,2.73,0.0,60.69
2015,1,22,22,17.34,2.33,0.0,60.23
2015,1,22,23,17.37,1.92,0.0,59.27
2015,1,23,0,17.35,1.58,0.0,58.57
2015,1,23,1,17.31,1.3,0.0,58.2
2015,1,23,2,17.27,1.08,0.0,57.93
2015,1,23,3,17.15,0.89,0.0,58.12
2015,1,23,4,16.95,0.58,0.0,58.69
2015,1,23,5,16.7,0.14,0.0,59.39
2015,1,23,6,16.26,0.6,0.0,60.94
2015,1,23,7,15.95,1.27,37.88,63.27
2015,1,23,8,16.91,2.03,225.43,60.89
2015,1,23,9,18.3,1.7,438.4,55.47
2015,1,23,10,19.59,0.97,556.47,49.03
2015,1,23,11,20.28,0.43,710.08,45.03
2015,1,23,12,20.89,1.39,733.35,42.59
2015,1,23,13,21.19,2.38,712.53,42.8
2015,1,23,14,21.23,3.24,581.4,44.08
2015,1,23,15,20.95,4.17,445.02,47.06
